aren't sitting back%~%0.0
{ hear about%~%0.0
june . .%~%-0.6931471805599453
and the league%~%-1.791759469228055
get off work%~%0.0
your company wants%~%0.0
come here .%~%0.0
where ! ?%~%0.0
you accounting for%~%0.0
freshman yeah of%~%-0.6931471805599453
iverson ? }%~%0.0
? no ,%~%0.0
it okay if%~%0.0
on value ,%~%0.0
is 👆🏽guy so%~%0.0
sliced toast ?%~%-1.0986122886681098
{ { is%~%-4.2226540108654715
for the world%~%-2.4849066497880004
{ then there%~%-1.0986122886681098
team that the%~%0.0
{ we all%~%-2.833213344056216
don't wanna be%~%-1.0986122886681098
years ? }%~%0.0
movement this week%~%0.0
buy one from%~%0.0
{ the work%~%-3.0910424533583156
and it will%~%-1.6094379124341003
late i'll be%~%0.0
{ { 😳%~%-6.86171134048073
this away }%~%0.0
, consider it%~%0.0
{ { do%~%-6.168564159920785
idea } }%~%0.0
not used to%~%0.0
the atletico and%~%0.0
as yours bro%~%-0.6931471805599453
possible } }%~%0.0
after 90 minutes%~%0.0
every paycheck but%~%0.0
my lord ,%~%0.0
macklemore's new album%~%0.0
myself } }%~%0.0
the criticism .%~%0.0
get there at%~%-1.3862943611198906
point where f%~%0.0
a anatomy test%~%0.0
one down .%~%0.0
the right time%~%0.0
yeah , but%~%-2.1972245773362196
just trowing the%~%0.0
. if it's%~%-1.791759469228055
if you work%~%-3.1354942159291497
nick obviously created%~%0.0
if you still%~%-3.1354942159291497
. mccoy ,%~%0.0
sex } }%~%0.0
elsewhere . (i'm%~%0.0
number two option%~%0.0
when he played%~%-1.0986122886681098
for soccer }%~%0.0
month right ?%~%0.0
and if you're%~%-1.0986122886681098
. it would%~%-1.6094379124341003
i prefer to%~%0.0
question of the%~%0.0
going mad }%~%0.0
russia spend their%~%0.0
some fish }%~%0.0
invited } }%~%0.0
during our christmas%~%0.0
just answer these%~%0.0
. com/media/bw5xgubfq5eja/giphy .%~%0.0
to you }%~%-0.40546510810816444
. only thing%~%0.0
is my kind%~%-1.6094379124341003
being at the%~%0.0
did at myrtle%~%0.0
someone . }%~%0.0
and help }%~%0.0
revealing ye cover%~%0.0
yes , it%~%-0.6931471805599453
moves out without%~%0.0
, which would%~%-0.6931471805599453
{ cavs are%~%0.0
i did in%~%-1.3862943611198906
running , fun%~%0.0
one belongs ?%~%0.0
my bench played%~%-0.6931471805599453
current holders get%~%0.0
what a final%~%0.0
only . }%~%0.0
let him }%~%0.0
go forearm under%~%0.0
i'll be the%~%-2.3978952727983707
{ { app%~%-6.86171134048073
movie on netflix%~%0.0
have a english%~%-2.3978952727983707
me all the%~%0.0
think but one%~%0.0
was #8 .%~%0.0
every ounce of%~%0.0
go to join%~%-2.4849066497880004
in the barclays%~%-3.4657359027997265
where would you%~%-0.6931471805599453
because he claimed%~%-0.6931471805599453
it's okay to%~%0.0
bro , arsenal%~%-1.9459101490553135
mean crew wouldn't%~%0.0
the league last%~%-1.6094379124341003
been missing all%~%0.0
the soccer game)%~%0.0
year if you%~%0.0
to get in%~%-2.0794415416798357
i'm good ,%~%-0.6931471805599453
top so they%~%0.0
the bottom of%~%-0.916290731874155
i work at%~%-1.6094379124341003
cheap and scores%~%0.0
. i like%~%-3.2188758248682006
c . diff%~%0.0
that nature if%~%0.0
tennis at 8%~%0.0
, it thickens😳%~%-1.3862943611198906
at toronto ?%~%0.0
bro , it's%~%-1.9459101490553135
big nicccc }%~%0.0
, we aren't%~%-1.9459101490553135
{ the earth%~%-3.0910424533583156
{ { forgot%~%-6.168564159920785
from bc ,%~%0.0
com/media/9oci8bu7ynsjw/giphy . gif%~%0.0
touches and passes%~%0.0
all weekend }%~%0.0
well i actually%~%-1.6094379124341003
than volley it%~%0.0
{ don't worry%~%-1.0986122886681098
{ is anyone%~%-1.252762968495368
is important for%~%0.0
is on the%~%-1.0986122886681098
legs you whore%~%0.0
but it's looking%~%-1.9459101490553135
we are getting%~%-2.5649493574615367
pharmacist can synthesize%~%0.0
the gut }%~%0.0
shaq he was%~%0.0
not a wizard%~%-1.3862943611198906
{ blart ,%~%-0.6931471805599453
pretty convenient that%~%0.0
have nesquik ,%~%0.0
. eurweb .%~%0.0
. nick will%~%-0.6931471805599453
religions class }%~%0.0
we deal with%~%0.0
home haha }%~%0.0
who is that%~%-1.3862943611198906
, i was%~%-2.793208009442517
off if i%~%-0.6931471805599453
officially ready ,%~%0.0
idiot } }%~%0.0
, minus the%~%0.0
jersey of yea%~%0.0
, suggested }%~%0.0
dirt round }%~%0.0
of two ?%~%0.0
soccer } }%~%0.0
the game }%~%-1.3862943611198906
straight down }%~%0.0
you to ask%~%-1.3862943611198906
rest of the%~%0.0
the mls works%~%-1.6094379124341003
{ if by%~%-2.5649493574615367
for new breaks%~%0.0
bicep forearm(top or%~%0.0
doing ? }%~%0.0
mine was better%~%0.0
willian . }%~%0.0
get there for%~%-1.3862943611198906
they are beautiful%~%-1.6094379124341003
https://media3 . giphy%~%0.0
in round }%~%0.0
three times .%~%0.0
to lose but%~%0.0
place and learn%~%0.0
if so ,%~%0.0
to save my%~%-1.3862943611198906
this month ?%~%0.0
{ { hitting%~%-6.86171134048073
getting together ?%~%0.0
2015 } }%~%0.0
year } }%~%0.0
{ { think%~%-6.86171134048073
yeah i'm going%~%0.0
players and fans%~%-0.6931471805599453
mex tux }%~%0.0
was my rest%~%0.0
my 19th year%~%0.0
with these every%~%0.0
about the finish%~%-2.3025850929940455
would save me%~%0.0
if i wanted%~%-2.0794415416798357
talking about how%~%-1.9459101490553135
my help ,%~%-0.6931471805599453
🎣 } }%~%0.0
will be using%~%-2.1972245773362196
is mostly cancer%~%0.0
the champ is%~%0.0
home first ,%~%0.0
ulcer as well%~%0.0
win obviously (they%~%0.0
, at abby%~%0.0
love both of%~%0.0
our family be%~%0.0
you to like%~%-1.3862943611198906
about this ?%~%0.0
because of him%~%-1.3862943611198906
it like we%~%-1.0986122886681098
the relegation zone%~%0.0
season before .%~%0.0
if you mean%~%-2.4423470353692043
i grew out%~%0.0
and true .%~%0.0
says "stay classy%~%0.0
(volleyball) } }%~%0.0
filing for wage%~%0.0
my class .%~%0.0
leaving me and%~%0.0
still have rapchat%~%-0.6931471805599453
, head to%~%0.0
everyone i guess%~%-1.0986122886681098
fuck you over%~%0.0
{ or same%~%-2.1972245773362196
{ mccoy ,%~%-0.916290731874155
mistakes grandpas panther%~%0.0
thinking tricep ,%~%0.0
{ { summer%~%-6.86171134048073
. but after%~%-1.3862943611198906
going out .%~%-0.6931471805599453
cousins and 9aunts%~%0.0
has a chance%~%-1.3862943611198906
shit } }%~%0.0
okay with racism%~%0.0
need to have%~%-2.3978952727983707
i'll chip in%~%0.0
this game }%~%-1.0986122886681098
his toe a%~%0.0
, how about%~%-1.0986122886681098
. . by%~%-4.74493212836325
skalican } }%~%0.0
let her catch%~%0.0
patino } }%~%0.0
, he said%~%-2.1972245773362196
clinical friday }%~%0.0
when zach enters%~%0.0
la/ny thing you%~%0.0
last year colorado%~%-1.6094379124341003
at time management%~%0.0
take me home%~%0.0
enough old people%~%0.0
is a amazing%~%-2.3978952727983707
they were on%~%-1.791759469228055
{ okay first%~%-2.1972245773362196
lead to them%~%0.0
we all agree%~%-1.6094379124341003
relegated . they%~%-0.6931471805599453
osu gonna be%~%0.0
last 😅 }%~%0.0
ehhhhh i dont%~%0.0
the stadium for%~%-0.6931471805599453
a defender .%~%0.0
a wonder cracker%~%0.0
forgot you're on%~%0.0
we don't like%~%-0.6931471805599453
just subbed out%~%0.0
on espn }%~%0.0
because nick still%~%0.0
the police scanners%~%0.0
anyone watching sports%~%-0.6931471805599453
{ ola kamara%~%0.0
hands . i%~%0.0
could go forearm%~%-1.0986122886681098
to think about%~%0.0
what minute are%~%0.0
okay ? }%~%0.0
mad that you're%~%0.0
out lukaku for%~%0.0
all } }%~%0.0
to compete for%~%0.0
to ask about%~%-0.6931471805599453
watching sports nation%~%0.0
many transfers in%~%0.0
in our class%~%0.0
this game ,%~%-1.0986122886681098
today } }%~%0.0
good , just%~%-1.3862943611198906
and found out%~%0.0
. it's would%~%-2.0794415416798357
see some new%~%0.0
there still a%~%-0.6931471805599453
numbers } }%~%0.0
com/2014/08/img_9649 . jpg%~%0.0
. . nor%~%-4.74493212836325
rushed into a%~%0.0
think everyone would%~%0.0
wenger } }%~%0.0
{ hahahaaaaaa ,%~%0.0
😳 i'm walkin%~%0.0
roster . .%~%0.0
the worst one%~%-0.6931471805599453
tomorrow ? }%~%0.0
fun } }%~%0.0
talking about the%~%-1.9459101490553135
fwb ends in%~%0.0
know there is%~%-0.6931471805599453
were talking about%~%0.0
goalie , he%~%0.0
catan } }%~%0.0
being screwed over%~%0.0
my green waterbottle%~%0.0
carve a traditional%~%0.0
and ps4s be%~%0.0
is probably best%~%0.0
is gorgeous }%~%0.0
bring up these%~%0.0
3rd hour of%~%0.0
ehhh , the%~%0.0
texas toast is%~%-1.0986122886681098
spot for next%~%0.0
, but tell%~%-2.3978952727983707
about ? }%~%0.0
now for some%~%-1.0986122886681098
this d is%~%0.0
toe a week%~%0.0
leaving soon more%~%0.0
vacation , family%~%0.0
full rosters because%~%0.0
next season id%~%0.0
and anyone (more%~%0.0
may get me%~%0.0
should go on%~%0.0
honestly } }%~%0.0
to build a%~%0.0
states has }%~%0.0
4 if that%~%0.0
the video of%~%0.0
be during our%~%0.0
so little .%~%0.0
you abort it%~%0.0
in the 97:45%~%-3.4657359027997265
we said we%~%0.0
the pussy on%~%0.0
slid into mel's%~%0.0
{ has everyone%~%-0.6931471805599453
he said absolute%~%-0.6931471805599453
http://www . sport-express%~%-1.791759469228055
, you've lost%~%0.0
yellow i wouldn't%~%0.0
include who previously%~%0.0
really fun }%~%0.0
{ yeah get%~%-2.772588722239781
we are screwed%~%-2.5649493574615367
head and wear%~%0.0
is over and%~%-0.6931471805599453
staticflickr . com/5/4108/5016461377_950d56fa49_z%~%0.0
he played the%~%-1.0986122886681098
i get reminded%~%-1.791759469228055
some dangerous choices%~%0.0
this group since%~%0.0
good , and%~%-1.3862943611198906
left yet }%~%0.0
hella spaghetti }%~%0.0
they are horrid%~%-1.6094379124341003
so it was%~%0.0
kid is going%~%0.0
. garlic covered%~%0.0
her clinical unit%~%0.0
playoffs ? back%~%0.0
my car; i%~%0.0
they lost .%~%-0.6931471805599453
who is at%~%-1.3862943611198906
schedules out yet%~%0.0
{ i need%~%-4.859812404361672
go back no%~%0.0
mean run 4%~%0.0
season ticket member%~%-1.0986122886681098
he is supposed%~%-2.5649493574615367
that looks horrifying%~%0.0
{ it sucks%~%-1.5040773967762742
where are you%~%0.0
screwed over in%~%0.0
know , it%~%-1.3862943611198906
beat and it%~%0.0
who shoots arrows%~%0.0
have one here%~%0.0
. 4 to%~%0.0
make enough money%~%0.0
early christmas music%~%0.0
have the fan%~%-1.3862943611198906
here is my%~%-0.6931471805599453
for what }%~%0.0
yeah it's disappointing%~%0.0
{ i'm already%~%-3.6888794541139363
fish } }%~%0.0
phone into a%~%0.0
of protein }%~%0.0
or something ?%~%0.0
defender . .%~%0.0
something ? }%~%0.0
the beach }%~%-1.6094379124341003
about calling up%~%0.0
mine . }%~%0.0
are a savage%~%-0.6931471805599453
{ i'm just%~%-2.995732273553991
{ { potion%~%-6.86171134048073
the joke is%~%0.0
, i drank%~%-3.891820298110627
if i want%~%-1.3862943611198906
is a person%~%-2.3978952727983707
out . our%~%-0.6931471805599453
mikel didn't even%~%0.0
work for in%~%-0.6931471805599453
the program was%~%0.0
want to know%~%-2.4849066497880004
moving the rest%~%0.0
be with electra%~%-1.0986122886681098
level } }%~%0.0
you close ?%~%-0.6931471805599453
{ @niel skalican%~%0.0
move } }%~%0.0
{ { abu%~%-6.86171134048073
haven't seen one%~%0.0
matter ? }%~%0.0
, mind it%~%0.0
mccoy } }%~%0.0
bro out ?%~%0.0
it was truly%~%-2.3978952727983707
decision on the%~%0.0
to end 36%~%0.0
taking notes }%~%0.0
them anyway .%~%0.0
"me" , that%~%0.0
its cover nick%~%0.0
{ { i've%~%-6.86171134048073
save the best%~%0.0
of their condition%~%-0.6931471805599453
college moment where%~%0.0
portland even }%~%0.0
pathophysiology , which%~%0.0
was mediocre }%~%0.0
get me ,%~%-0.6931471805599453
i the only%~%0.0
watched a proposal%~%0.0
. . find%~%-4.74493212836325
and we are%~%-0.6931471805599453
somewhere then so%~%0.0
{ where are%~%-0.6931471805599453
i doubt it%~%-0.6931471805599453
just got off%~%-1.0986122886681098
looking to see%~%-0.6931471805599453
, chelsea has%~%0.0
somewhere ? (are%~%0.0
month ? }%~%0.0
used your phone%~%0.0
goal . .%~%-0.6931471805599453
don't get it%~%-0.6931471805599453
kits ! !%~%0.0
is not appreciated%~%-0.6931471805599453
arsenal has lost%~%-0.6931471805599453
by the nationwide%~%-1.0986122886681098
{ { oh%~%-5.069951871252675
and booze cruise%~%0.0
last free kick%~%0.0
copy cats .%~%0.0
them are hospitals%~%-0.6931471805599453
no its not%~%0.0
is sponsored by%~%0.0
but here is%~%0.0
the air working%~%0.0
flow } }%~%0.0
in 20 }%~%0.0
a championship before%~%0.0
brian , tottenham%~%-0.6931471805599453
my room no%~%0.0
had the checkerboard%~%-0.6931471805599453
the heck are%~%0.0
spoke* } }%~%0.0
drive } }%~%0.0
identify if a%~%-0.6931471805599453
tell me that%~%-1.3862943611198906
is a risk%~%-2.3978952727983707
"space" are a%~%0.0
than your goalie%~%0.0
definition is wrong%~%0.0
to watch it%~%-1.0986122886681098
what would you%~%-1.6094379124341003
centaur ! }%~%0.0
sunny/partly cloudy }%~%0.0
need it) who%~%0.0
able to attend%~%-0.916290731874155
and noones name%~%0.0
guess that's a%~%0.0
of the question)%~%-2.995732273553991
all the crew%~%-1.3862943611198906
, how to%~%-1.0986122886681098
{ 3-1 mexico%~%0.0
. so you%~%-1.9459101490553135
he doesn't let%~%0.0
when a nord%~%0.0
this is crazy%~%-2.3978952727983707
have she supply%~%0.0
the winter soccer%~%0.0
com/media/bw5xgubfq5eja/giphy . gif%~%0.0
i catch the%~%0.0
was thinking it%~%-1.3862943611198906
alaska or greenland%~%0.0
{ i'm at%~%-3.6888794541139363
sophomore year and%~%0.0
. it was%~%-0.916290731874155
i'm not saying%~%-2.0794415416798357
close rn }%~%0.0
it was 25%%~%-2.3978952727983707
away are you%~%0.0
{ what minute%~%-2.890371757896165
but the women%~%-0.6931471805599453
know } }%~%0.0
just suck }%~%0.0
, did you%~%0.0
don't watch college%~%0.0
for 32 hours%~%0.0
start in the%~%0.0
{ crying ,%~%0.0
doesn't look like%~%-0.6931471805599453
nick ! where%~%0.0
. just to%~%0.0
so stupid }%~%0.0
gunpiunt } }%~%0.0
read my messages%~%0.0
but if she%~%-1.6094379124341003
i'd say personally%~%0.0
saved it }%~%0.0
and superior jokes%~%0.0
i i bought%~%0.0
won you the%~%0.0
hard but it's%~%0.0
{ that pirlo%~%-2.70805020110221
close to the%~%0.0
the chat forever%~%0.0
100 company's to%~%0.0
half hours i%~%0.0
guy } }%~%0.0
sucks } }%~%0.0
. , etc%~%0.0
dumb } }%~%0.0
game score predictions%~%0.0
just to get%~%-1.0986122886681098
invite to soccer%~%0.0
of table tennis%~%0.0
saw this bag%~%0.0
it sucks when%~%-0.6931471805599453
logan do your%~%0.0
now she has%~%0.0
i wouldn't want%~%-1.6094379124341003
{ @mccoy patino%~%0.0
{ { happy%~%-6.86171134048073
don't say anything%~%0.0
{ if you%~%-0.6190392084062235
peak } }%~%0.0
. staticflickr .%~%0.0
is horrible ,%~%-0.6931471805599453
a crew one%~%-0.6931471805599453
{ { let%~%-6.86171134048073
agreed to a%~%0.0
coming too }%~%0.0
she went to%~%0.0
is with two%~%-0.6931471805599453
promises } }%~%0.0
know how comfy%~%-1.3862943611198906
blue . if%~%0.0
haired beauty }%~%0.0
! ! 😡%~%-2.639057329615259
{ { their%~%-6.86171134048073
for ? and%~%-0.6931471805599453
remind everyone who%~%0.0
the table ,%~%-1.6094379124341003
@nick casto ,%~%-1.0986122886681098
black ? }%~%0.0
steak knifes and%~%0.0
. what happened%~%-1.0986122886681098
had defoe and%~%0.0
a pretty bad%~%0.0
i need to%~%-0.8109302162163288
{ { crying%~%-6.86171134048073
the student discounts%~%0.0
for chelsea today%~%-0.6931471805599453
app that uses%~%-0.6931471805599453
every light ,%~%0.0
one either way%~%0.0
scream columbus }%~%0.0
jersey ? i'm%~%0.0
the school }%~%-0.6931471805599453
mom and dad%~%0.0
the catholic church%~%0.0
{ mccoy ever%~%-1.6094379124341003
why i asked%~%-0.6931471805599453
prefer to go%~%0.0
fact of how%~%-1.0986122886681098
the same think%~%-1.791759469228055
bacteria and microbes%~%0.0
pretty sure you've%~%-1.0986122886681098
semester t }%~%0.0
the best team%~%-1.3862943611198906
, zach flueki%~%-0.6931471805599453
i can't ask%~%-1.0986122886681098
foul ? i%~%0.0
. we love%~%-0.6931471805599453
games , no%~%0.0
, i think%~%-3.891820298110627
opening meetings .%~%0.0
will lose all%~%0.0
junior and 100%~%0.0
paper } }%~%0.0
. i could%~%-3.2188758248682006
who is gonna%~%-1.3862943611198906
at a chicago%~%-1.3862943611198906
but it's gonna%~%-1.9459101490553135
called that or%~%0.0
think it is%~%-1.0986122886681098
i bought that%~%0.0
they aren't playing%~%-1.0986122886681098
{ i wish%~%-4.859812404361672
{ we have%~%-1.7346010553881064
she "still loves"%~%0.0
{ then how%~%-1.0986122886681098
mutual insurance }%~%0.0
i saw the%~%-1.0986122886681098
did you buy%~%-1.9459101490553135
4 } }%~%0.0
took ibuprofen for%~%0.0
but tell her%~%0.0
electra , i%~%0.0
won't have it%~%-0.6931471805599453
in unknown airspace%~%0.0
points , just%~%0.0
ability to grow%~%0.0
for next segment%~%-0.6931471805599453
no , but%~%-1.0986122886681098
got off }%~%0.0
i mean hey%~%-3.2188758248682006
when is this%~%-1.6094379124341003
driving } }%~%0.0
spread by mosquitos%~%0.0
break this coming%~%0.0
be revived after%~%0.0
either due to%~%0.0
airspace 🛫 }%~%0.0
i may buy%~%-0.6931471805599453
because it'll always%~%0.0
landed straight down%~%0.0
{ what sucks%~%-2.890371757896165
year we have%~%0.0
the first ten%~%-1.6094379124341003
boy } }%~%0.0
on the usa%~%-3.0910424533583156
of you are%~%0.0
columbus , all%~%0.0
the chain wax%~%0.0
here . well%~%-1.0986122886681098
, but he%~%-1.7047480922384253
{ don't know%~%-1.0986122886681098
@poonslayer happy birthday%~%0.0
mls } }%~%0.0
that's who }%~%0.0
{ well i'm%~%-2.4423470353692043
i'll need a%~%-1.0986122886681098
{ there has%~%-1.3862943611198906
a jersey of%~%-0.6931471805599453
11th } }%~%0.0
even more sad%~%0.0
to suffer through%~%0.0
. com/images/2014/09/celebrity-big-brother-140913-gary-busey .%~%0.0
we were being%~%-1.3862943611198906
, if you%~%-1.0986122886681098
what are we%~%-1.3862943611198906
being arsenal }%~%0.0
in michigan }%~%0.0
{ { david%~%-6.86171134048073
have christmas at%~%0.0
toast debate has%~%0.0
thanks guys }%~%0.0
for pizza }%~%0.0
anything lol ,%~%0.0
if a team%~%-0.6931471805599453
board next year%~%0.0
blart , no%~%0.0
? what is%~%0.0
inform everyone i%~%0.0
this year is%~%-2.1972245773362196
league or what%~%0.0
shower } }%~%0.0
knows what he's%~%0.0
two grown men%~%0.0
horrid at time%~%0.0
in 30 min%~%0.0
{ { https://c1%~%-6.86171134048073
, no fault%~%-1.3862943611198906
? (volleyball) }%~%0.0
it has a%~%-0.6931471805599453
. last year%~%0.0
playing good defense%~%0.0
pack until you're%~%0.0
pick because of%~%0.0
he just sat%~%-1.0986122886681098
blart } }%~%0.0
mine is non-existent%~%0.0
too } }%~%0.0
bottom but i'm%~%0.0
from "space" are%~%0.0
field and just%~%0.0
back we have%~%0.0
leaving , and%~%0.0
{ i'll need%~%-2.5649493574615367
job interview .%~%0.0
mind would go%~%0.0
i know i'm%~%-2.639057329615259
vacation . }%~%-1.0986122886681098
dual axe centaur%~%0.0
a goal) }%~%0.0
being held at%~%0.0
, someone is%~%0.0
(are you taking%~%0.0
everyone still at%~%0.0
{ { 48%~%-6.86171134048073
we draft for%~%0.0
my exam is%~%0.0
{ but then%~%-2.1972245773362196
supply for the%~%0.0
be using it%~%0.0
his cereal of%~%0.0
outside the stadium😳%~%0.0
would but i%~%0.0
album ? }%~%0.0
adoption i'll leave%~%0.0
5 } }%~%0.0
and he shouldn't%~%-1.6094379124341003
